product_name,category,normal_price,discount_price,reviews_count,rating,discount%,weighted_average
Life Extension Gamma Ε Mixed Tocopherol With Sesame Lignans Συμπλήρωμα Διατροφής Βιταμίνης Ε 60soft.gels,"['Βιταμίνη Ε', 'Αντιοξειδωτικά']",52.72,39.55,0,0.0,0.25,0.0
Quest Vitamin B12 1000μg 60tabs,"['Μνήμη - Εγκέφαλος', 'Κόπωση & Κούραση', 'Καρδιά - Φλέβες - Αγγεία', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegan', 'Βιταμίνη Β12']",23.94,13.17,0,0.0,0.45,0.0
Health Aid Vitamin B Complex 90caps,"['Άγχος - Στρες', 'Κόπωση & Κούραση', 'B Complex']",34.0,19.72,0,0.0,0.42,0.0
Health Aid Zincovit-C 60tabs,"['Ειδικά Συμπληρώματα Ανοσοποιητικού', 'Πολυβιταμίνες', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegetarian']",17.0,9.86,5,4.6,0.42,4.76
Natures Plus High Potency Dietary Supplement Zinc Picolinate With B6 120tabs,"['Ψευδάργυρος', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegetarian']",43.47,13.04,0,0.0,0.7,0.0
Natures Plus Ageloss Lung Support Συμπλήρωμα Διατροφής για την Υποστήριξη των Πνευμόνων 90caps,"['Αντιοξειδωτικά', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια']",59.95,38.97,0,0.0,0.35,0.0
"Now Foods AlphaSorb-C 500, 180veg.caps","['Βιταμίνη C - Κάψουλες', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegan']",79.3,38.86,0,0.0,0.51,0.0
Solgar Ginkgo 60mg 60veg.caps,"['Gingko Biloba - Τζίνγκο Μπιλόμπα', 'Μνήμη - Εγκέφαλος', 'Βιταμίνες Κατάλληλες για Vegan']",30.45,20.4,4,5.0,0.33,4.6
Solgar Megasorb B Complex ‘50’ 50 tabs,"['Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Καρδιά - Φλέβες - Αγγεία', 'Ενέργεια & Τόνωση', 'Αποτοξίνωση Οργανισμού', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegan', 'B Complex']",28.45,19.35,2,4.5,0.32,3.5
Uni-Pharma Lacto Levure IBS Διαιτητικό Τρόφιμο Ειδικού Ιατρικού Σκοπού για Άτομα με Σύνδρομο Ευερέθιστου Εντέρου 30 Sachets,"['Βιταμίνη D3', 'Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Αντιφλεγμονώδη Συμπληρώματα', 'Σύνδρομο Ευερέθιστου Εντέρου']",25.11,19.33,0,0.0,0.23,0.0
Varidoc Relaxing Gel 250ml,"['Θερμαντικές - Αναλγητικές - Μυοχαλαρωτικές Κρέμες', 'Φλεβικές Δυσλειτουργίες Κάτω Άκρων', 'Κουρασμένα- Βαριά Πόδια', 'Προϊόντα για Αθλητές']",19.9,12.94,0,0.0,0.35,0.0
A.Vogel Milk Thistle Ισχυρές Φαρμακευτικές Ιδιότητες Για Το Συκώτι 60tabs,"['MilkThistle - Γαϊδουράγκαθο', 'Προστασία Ήπατος', 'Αποτοξίνωση Οργανισμού']",25.61,19.2,0,0.0,0.25,0.0
"Health Aid Prostavital Συμπλήρωμα Διατροφής με Βιταμίνες, Μέταλλα & Φυτικά Εκχυλίσματα για τον Προστάτη 90caps",['Προστάτης'],61.0,38.43,3,5.0,0.37,4.2
Winmedica Valetonina Long Sirc Food Supplement 60tabs,"['Βαλεριάνα', 'Αϋπνία', 'Συμπληρώματα Διατροφής για το Ταξίδι']",18.33,12.83,0,0.0,0.3,0.0
Quest Probiotix Gold Συμπλήρωμα Διατροφής με Συνδυασμό 8 Διαφορετικών Προβιοτικών 15caps,"['Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Δυσκοιλιότητα', 'Γαστρεντερικό Σύστημα', 'Βιταμίνες Κατάλληλες για Vegan', 'Βιταμίνες Κατάλληλες για Vegetarian']",14.95,9.57,3,5.0,0.36,4.2
"Vitabiotics Wellwoman 50+, 30tabs","['Βιταμίνες 50+', 'Πολυβιταμίνες', 'Συμπληρώματα Διατροφής για την Γυναίκα', 'Βιταμίνες Κατάλληλες για Vegetarian']",24.09,12.77,4,5.0,0.47,4.6
Lamberts L-Lysine HCI 1000mg 120tabs,"['Αμινοξέα', 'Βιταμίνες Κατάλληλες για Vegan']",28.09,19.1,0,0.0,0.32,0.0
Medichrom Lactophytol 14caps,['Προβιοτικά - Ομαλή Λειτουργία Εντέρου'],6.5,3.25,0,0.0,0.5,0.0
Lactotune Promo Fiber Συμπλήρωμα Διατροφής Προβιοτικών-Πρεβιοτικών Κατά της Δυσκοιλιότητας Δώρο 1+1 2x14 φακελίσκοι,"['Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Δυσκοιλιότητα', 'Γαστρεντερικό Σύστημα', 'Βιταμίνες Κατάλληλες για Vegan']",16.74,12.55,1,5.0,0.25,3.4
Sky Premium Life Co-Enzyme Q10 30mg Συμπλήρωμα Διατροφής Υψηλής Ποιότητας με Συνένζυμο Q10 με Βιταμίνη Β6 & Βιοτίνη 60veg.Tabs,"['Καρδιά - Φλέβες - Αγγεία', 'Βιταμίνες Κατάλληλες για Vegan', 'Συνένζυμο Q10']",31.55,19.88,0,0.0,0.37,0.0
Solgar Vitamin D3 1000 iu 100softgels,"['Βιταμίνη D3', 'Οστά - Αρθρώσεις', 'Οστεοπόρωση', 'Ανοσοποιητικό', 'Γερά Δόντια', 'Βιταμίνες Κατάλληλες για Vegetarian']",18.95,12.51,10,4.9,0.34,6.94
Natures Plus AgeLoss Mood Support 60caps,"['Άγχος - Στρες', 'Κατάθλιψη', 'Βιταμίνες Κατάλληλες για Vegetarian']",74.86,47.09,0,0.0,0.37,0.0
Now Foods Lecithin Granules Non GMO Vegetarian Συμπλήρωμα Διατροφής Λεκιθίνη από Σόγια 454gr,"['Χοληστερίνη - Τριγλυκερίδια', 'Βιταμίνες Κατάλληλες για Vegan']",51.05,37.27,0,0.0,0.27,0.0
Power Health Power of Nature Πακέτο Προσφοράς Vitamin C & Vitamin D3 Stevia 20 Effer.Tabs & 24 Effer.Tabs 1+1 Δώρο,"['Βιταμίνες 1+1', 'Βιταμίνη C - Aναβράζον', 'Βιταμίνη C', 'Βιταμίνη D3', 'Αντιοξειδωτικά', 'Οστεοπόρωση', 'Ανοσοποιητικό', 'Τόνωση Οφθαλμών', 'Ενέργεια & Τόνωση', 'Γερά Δόντια', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegetarian', 'Βιταμίνες με Stevia', 'Πακέτα Προσφοράς 1+1 Δώρο!']",16.9,9.3,2,5.0,0.45,3.8
Quest Osteo Q-Life Food Supplement 60tabs,"['Οστά - Αρθρώσεις', 'Οστεοπόρωση']",24.95,12.47,0,0.0,0.5,0.0
Health Aid Bee Propolis 1000mg 60tabs,"['Ειδικά Συμπληρώματα Ανοσοποιητικού', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegetarian']",30.0,18.6,0,0.0,0.38,0.0
Quest Rhodiola 250mg Extract 30tabs,"['Rhodiola - Ροδιόλα', 'Άγχος - Στρες', 'Αϋπνία', 'Κόπωση & Κούραση', 'Βιταμίνες Κατάλληλες για Vegan']",20.65,12.39,2,5.0,0.4,3.8
Lamberts Gentle Vitamin C 500mg 100tabs,"['Βιταμίνη C - Κάψουλες', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegan']",22.43,12.34,4,4.8,0.45,4.48
Forte Pharma Energy Acerola 60tabs,"['Βιταμίνη C - Κάψουλες', 'Βιταμίνη C']",32.35,18.44,0,0.0,0.43,0.0
Power of Nature Πακέτο Προσφοράς Platinum Range Vitamin C+D3 1000mg/1000iu 30tabs & Δώρο Vitamin C 1000mg 20tabs/,"['Βιταμίνες 1+1', 'Βιταμίνη C - Κάψουλες', 'Βιταμίνη C', 'Βιταμίνη D3', 'Αντιοξειδωτικά', 'Οστά - Αρθρώσεις', 'Οστεοπόρωση', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Ενέργεια & Τόνωση', 'Αντιγήρανση - Ομορφιά', 'Γερά Δόντια', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegetarian']",24.9,9.93,0,0.0,0.6,0.0
​​​​​​​Solgar Vitamin C 500mg with Rose Hips 100veg.tabs,"['Βιταμίνη C - Κάψουλες', 'Rose hip - Αγριοτριανταφυλλιά', 'Βιταμίνη C', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Ενέργεια & Τόνωση', 'Αποτοξίνωση Οργανισμού', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegan']",18.95,12.7,4,5.0,0.33,4.6
Viogenesis Vitamin C Time Release Pellets 120caps,"['Βιταμίνη C - Κάψουλες', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegan']",33.5,18.42,0,0.0,0.45,0.0
Lamberts Multi Guard Sport 60tabs,"['Ειδικά Συμπληρώματα για Αθλητές', 'Μαραθώνιος']",26.99,18.36,1,5.0,0.32,3.4
Natures Plus Lutein RX Eye Ισχυρή Φόρμουλα για την Υγεία της Όρασης 60caps,"['Τόνωση Οφθαλμών', 'Βιταμίνες Κατάλληλες για Vegetarian']",58.28,37.24,0,0.0,0.36,0.0
Quest Valerian  Extract 83mg Βελτιώνει Την Ποιότητα Του Ύπνου 90tabs,"['Βαλεριάνα', 'Αϋπνία', 'Βιταμίνες Κατάλληλες για Vegan']",20.96,7.33,0,0.0,0.65,0.0
Jmn Nutraceuticals Multivita Plus Peach Flavour 20 Effer.tabs,"['Πολυβιταμίνες', 'Multiformula', 'Κόπωση & Κούραση', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegan']",4.07,3.05,0,0.0,0.25,0.0
My Elements Πακέτο Προσφοράς Omeganeed Krill Oil 500mg 30Softgels & Ultra Vitamin C 1000mg with Acerola 60tabs,"['Βιταμίνες 1+1', 'Βιταμίνη C - Κάψουλες', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Μνήμη - Εγκέφαλος', 'Κόπωση & Κούραση', 'Τόνωση Οφθαλμών', 'Καρδιά - Φλέβες - Αγγεία', 'Χοληστερίνη - Τριγλυκερίδια', 'Ω-3 Λιπαρά Οξέα']",30.52,18.31,0,0.0,0.4,0.0
Now Foods Cascara Sagrada 450mg για την Ενίσχυση της Περισταλτικότητας του παχέος Εντέρου 100caps,"['Δυσκοιλιότητα', 'Γαστρεντερικό Σύστημα', 'Συμπληρώματα για το Στομάχι']",22.25,9.77,0,0.0,0.56,0.0
Lamberts Vitamin C-Time Release 500mg Tabs,"['Βιταμίνη C', 'Ανοσοποιητικό', 'Γερά Δόντια', 'Βιταμίνες Κατάλληλες για Vegan']",20.39,13.25,0,0.0,0.35,0.0
Sky Premium Life Vitamin C 1000mg 60tabs,"['Βιταμίνη C - Κάψουλες', 'Βιταμίνη C', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegetarian']",15.12,9.52,0,0.0,0.37,0.0
Vitabiotics Perfectil Plus Nails 60caps,"['Μαλλιά - Νύχια - Δέρμα', 'Βιταμίνες για Μαλλιά']",34.6,17.99,0,0.0,0.48,0.0
Natures Plus Activated Coral Calcium Πολυμεταλλική Φόρμουλα με Ασβέστιο 90caps,"['Ασβέστιο', 'Οστά - Αρθρώσεις', 'Οστεοπόρωση', 'Βιταμίνες Κατάλληλες για Vegetarian']",57.08,36.47,0,0.0,0.36,0.0
Quest Mega B 100 Timed Release Συμπλήρωμα Διατροφής Βραδείας Αποδέσμευσης για την Υγεία του Νευρικού Συστήματος 30tabs,"['Μνήμη - Εγκέφαλος', 'Κόπωση & Κούραση', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegan', 'B Complex']",19.95,5.98,0,0.0,0.7,0.0
Health Aid Beta Carotene 23000iu 30caps,"['Θεραπείες Μαλλιών', 'Βήτα Καροτένιο - Beta Carotene', 'Οστά - Αρθρώσεις', 'Μαλλιά - Νύχια - Δέρμα', 'Γερά Δόντια', 'Βιταμίνες για Μαλλιά', 'Βιταμίνες για Τριχόπτωση']",20.5,11.89,1,5.0,0.42,3.4
Lanes ProbioAde 20caps,"['Μυκητιάσεις - Ουρολοιμώξεις', 'Άγχος - Στρες', 'Δυσκοιλιότητα', 'Γαστρεντερικό Σύστημα', 'Βιταμίνες Κατάλληλες για Vegetarian', 'Σύνδρομο Ευερέθιστου Εντέρου']",8.49,5.95,1,5.0,0.3,3.4
Now Foods Turmeric & Bromelain 2400 GDU 300mg / 150mg Συμπλήρωμα Διατροφής με Ισχυρές Αντιφλεγμονώδεις Ιδιότητες 90veg.caps,"['Κουρκουμάς', 'Αντιοξειδωτικά', 'Οστά - Αρθρώσεις', 'Βιταμίνες Κατάλληλες για Vegan', 'Αντιφλεγμονώδη Συμπληρώματα', 'Πεπτικά Ένζυμα - Υγιές Πεπτικό']",74.3,35.66,2,4.5,0.52,3.5
Quest Acidophilus Plus Biotix Συμπλήρωμα Διατροφής για Ρύθμιση της Λειτουργίας του Εντέρου 30s,"['Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Δυσκοιλιότητα', 'Γαστρεντερικό Σύστημα', 'Βιταμίνες Κατάλληλες για Vegan']",13.95,8.93,1,5.0,0.36,3.4
Lamberts Premtesse for Women 60tabs,['Γονιμότητα'],25.36,17.75,1,4.0,0.3,2.8
Health Aid Vitamin D3 2000iu 120tabs,"['Βιταμίνη D3', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegetarian']",30.0,18.0,0,0.0,0.4,0.0
Optima Πακέτο Προσφοράς Aloe Vera Juice with Cranberry 1lt & Δώρο Επιπλέον Ποσότητα 500ml,"['Βιταμίνες 1+1', 'Προϊόντα με Αλόη', 'Cranberry - Κράνμπερι', 'Αλόη - Aloe Vera', 'Αντιοξειδωτικά', 'Γαστρεντερικό Σύστημα', 'Βιταμίνες Κατάλληλες για Vegan']",25.35,17.74,0,0.0,0.3,0.0
Naturactive Συμπλήρωμα Διατροφής με Πηκτίνη Μήλου για το Αίσθημα Πληρότητας 30caps Promo -15%,"['Μείωση Όρεξης', 'Χοληστερίνη - Τριγλυκερίδια', 'Πεπτικά Ένζυμα - Υγιές Πεπτικό']",14.11,7.05,0,0.0,0.5,0.0
Power of Nature Platinum Range Πακέτο Προσφοράς Vitamin E 400iu 30caps & Δώρο Vitamin C 1000mg 20tabs,"['Βιταμίνες 1+1', 'Βιταμίνη C - Κάψουλες', 'Βιταμίνη C', 'Βιταμίνη Ε', 'Αντιοξειδωτικά', 'Άγχος - Στρες', 'Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Καρδιά - Φλέβες - Αγγεία', 'Αντιγήρανση - Ομορφιά', 'Γονιμότητα', 'Γερά Δόντια']",23.99,11.76,1,5.0,0.51,3.4
Lamberts Vitamin D3 Drops Συμπλήρωμα Διατροφής σε Παρθένο Ελαιόλαδο 20ml / 600drops,"['Βιταμίνη D3', 'Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Καρδιά - Φλέβες - Αγγεία', 'Μαλλιά - Νύχια - Δέρμα', 'Βιταμίνες για Μαλλιά']",16.7,11.69,0,0.0,0.3,0.0
Tonosan Liver Detox Food Supplement with Citrus Flavor 20 Φακελίσκοι,"['Αποτοξίνωση', 'Προστασία Ήπατος', 'Αποτοξίνωση Οργανισμού', 'Βιταμίνες Κατάλληλες για Vegetarian']",22.0,8.8,0,0.0,0.6,0.0
Go On Nutrition Premium Whey Protein 33% Bar with Vanilla Raspberry Flavour 50g,"['Πρωτεϊνη', 'Ενέργεια', 'Προϊόντα για Αθλητές', 'Προϊόντα Διατροφής', 'Μαραθώνιος']",1.9,1.52,0,0.0,0.2,0.0
Lamberts CalAsorb Calcium & Vitamin D3 Ασβέστιο σε Κιτρική Μορφή 800mg σε Συνδυασμό με Βιταμίνη D3 για Μέγιστη Απορρόφηση 60tabs,"['Ασβέστιο', 'Οστά - Αρθρώσεις', 'Οστεοπόρωση']",16.81,11.77,1,5.0,0.3,3.4
ApiPharm Πακέτο Προσφοράς Βασιλικός Πολτός Βιολογικής Καλλιέργειας 2x10gr 1+1 Δώρο,"['Βασιλικός Πολτός', 'Υπερτροφές', 'Κόπωση & Κούραση', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια']",32.94,10.54,9,4.9,0.68,6.54
Solgar Standardised Valerian Root Extrac 60veg.caps,"['Βαλεριάνα', 'Άγχος - Στρες', 'Αϋπνία', 'Βιταμίνες Κατάλληλες για Vegan']",30.45,17.36,0,0.0,0.43,0.0
Vitabiotics Wellwoman Hairfolic Tricologic 60tabs,"['Θεραπείες Μαλλιών', 'Μαλλιά - Νύχια - Δέρμα', 'Συμπληρώματα Διατροφής για την Γυναίκα', 'Βιταμίνες για Μαλλιά', 'Βιταμίνες για Τριχόπτωση']",57.59,34.55,0,0.0,0.4,0.0
Lanes Zinc 25mg Food Supplement 30caps,"['Βιταμίνη C - Κάψουλες', 'Ειδικά Συμπληρώματα Ανοσοποιητικού', 'Βιταμίνη C', 'Ψευδάργυρος', 'Αντιοξειδωτικά', 'Ανοσοποιητικό']",10.9,4.9,0,0.0,0.55,0.0
Altion 4sleep Συμβάλλει στην Βελτίωση της Ποιότητας του Ύπνου & της Αϋπνίας 30caps,['Αϋπνία'],14.24,8.54,0,0.0,0.4,0.0
Health Aid Brewers Yeast Μαγιά Μπύρας 300mg tabs,"['Μαγιά', 'Γαστρεντερικό Σύστημα', 'Βιταμίνες Κατάλληλες για Vegetarian']",15.9,10.02,5,4.8,0.37,4.88
Health Aid Oro-tan 60tabs,"['Ενίσχυση - Παράταση Μαυρίσματος', 'Βιταμίνες Κατάλληλες για Vegan']",30.0,17.1,0,0.0,0.43,0.0
Natures Plus Super C Complex 1000mg 60tabs,"['Βιταμίνη C - Κάψουλες', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegetarian']",34.21,17.07,0,0.0,0.5,0.0
Pharmalead Πακέτο Προσφοράς Hydro+ 20 Effer.tabs & Δώρο Βιταμίνη C 1000mg 20 Effer.tabs,"['Βιταμίνες 1+1', 'Βιταμίνη C - Aναβράζον', 'Βιταμίνη C', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Ενέργεια & Τόνωση', 'Μαραθώνιος', 'Βιταμίνες για Ενέργεια', 'Ηλεκτρολύτες για Αθλητές', 'Αντιοξειδωτικά Συμπληρώματα', 'Ηλεκτρολύτες']",12.5,6.87,0,0.0,0.45,0.0
Uni-Pharma  Magne & B6 Fix Μαγνήσιο και Βιταμίνη Β6 30 Effer.tabs,"['Μαγνήσιο', 'Ημικρανίες']",11.56,8.55,1,5.0,0.26,3.4
Superfoods MemoAct Plus Συγκέντρωση Μνήμη Πνευματική Τόνωση 30caps,"['Μνήμη - Εγκέφαλος', 'Βιταμίνες Κατάλληλες για Vegan']",15.7,11.3,1,5.0,0.28,3.4
Cross Pharmaceuticals Myo Cel Gel 100ml,"['Θερμαντικές - Αναλγητικές - Μυοχαλαρωτικές Κρέμες', 'Προϊόντα για Αθλητές', 'Μαραθώνιος']",12.59,5.67,0,0.0,0.55,0.0
Helenvita Πακέτο Προσφοράς Anti Hair Loss Vitamins Συμπλήρωμα Διατροφής 60caps & Δώρο Anti Hair Loss Tonic Men Shampoo 100ml,"['Θεραπείες Μαλλιών', 'Μαλλιά - Νύχια - Δέρμα', 'Ανδρική Τριχόπτωση', 'Βιταμίνες για Μαλλιά', 'Σαμπουάν Τριχόπτωσης', 'Βιταμίνες για Τριχόπτωση']",23.5,15.27,0,0.0,0.35,0.0
Helenvita Πακέτο Προσφοράς Anti Hair Loss Vitamins Συμπλήρωμα Διατροφής 60caps & Δώρο Anti Hair Loss Tonic Women Shampoo 100ml,"['Θεραπείες Μαλλιών', 'Μαλλιά - Νύχια - Δέρμα', 'Περιποίηση Μαλλιών', 'Βιταμίνες για Μαλλιά', 'Σαμπουάν Τριχόπτωσης', 'Βιταμίνες για Τριχόπτωση']",23.5,17.15,1,5.0,0.27,3.4
A.Vogel Menoforce 30tabs,"['Διαβήτης', 'Εμμηνόπαυση', 'Συμπληρώματα Διατροφής για την Γυναίκα', 'Βιταμίνες Κατάλληλες για Vegetarian']",27.09,16.94,0,0.0,0.37,0.0
Health Aid Resolife 250mg 60caps,"['Διάφορα', 'Καρδιά - Φλέβες - Αγγεία', 'Αντιγήρανση - Ομορφιά', 'Βιταμίνες Κατάλληλες για Vegan']",56.0,33.6,0,0.0,0.4,0.0
Health Aid Vitamin C 1000mg With Bioflavonoids 60tabs,"['Βιταμίνη C - Κάψουλες', 'Βιταμίνη C', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Ενέργεια & Τόνωση', 'Γερά Δόντια', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegan']",28.0,16.8,2,5.0,0.4,3.8
"Power Health Iron+C Συμπλήρωμα Διατροφής με Σίδηρο, Βιταμίνη C και Γλυκαντικό Stevia 20 Δισκία","['Σίδηρος', 'Κόπωση & Κούραση', 'Αναιμία', 'Βιταμίνες Κατάλληλες για Vegan', 'Βιταμίνες με Stevia']",14.9,6.7,1,2.0,0.55,1.6
Lanes Calm Life 50caps,['Άγχος - Στρες'],12.5,8.37,0,0.0,0.33,0.0
Power of Nature Πακέτο Προσφοράς Platinum Range Coenzyme Q10 30mg 30caps & Δώρο Vitamin C 1000mg 20tabs,"['Βιταμίνες 1+1', 'Βιταμίνη C - Κάψουλες', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Καρδιά - Φλέβες - Αγγεία', 'Ενέργεια & Τόνωση', 'Χοληστερίνη - Τριγλυκερίδια', 'Βιταμίνες για Ενέργεια', 'Συνένζυμο Q10']",27.9,11.13,0,0.0,0.6,0.0
Now Foods Omega-3 1000mg Συμπλήρωμα Διατροφής Ωμέγα-3 Λιπαρών Οξέων 30Softgels,"['Οστά - Αρθρώσεις', 'Μνήμη - Εγκέφαλος', 'Τόνωση Οφθαλμών', 'Καρδιά - Φλέβες - Αγγεία', 'Χοληστερίνη - Τριγλυκερίδια', 'Ω-3 Λιπαρά Οξέα']",9.85,4.73,4,5.0,0.52,4.6
Pharmalead Omega 3 & Vitamin D3 4Kids 60 Ζελεδάκια,"['Μνήμη - Εγκέφαλος', 'Τόνωση Οφθαλμών', 'Βιταμίνες για Παιδιά', 'Παιδικές Βιταμίνες - Συμπληρώματα Διατροφής']",20.1,11.05,0,0.0,0.45,0.0
Viogenesis Zinc 30 mg Depot 60tabs,"['Ειδικά Συμπληρώματα Ανοσοποιητικού', 'Ψευδάργυρος', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Μαλλιά - Νύχια - Δέρμα', 'Προστάτης', 'Βιταμίνες για Μαλλιά', 'Πεπτικά Ένζυμα - Υγιές Πεπτικό']",12.05,6.63,0,0.0,0.45,0.0
Medichrom Lysi Murol Cod Liver Oil 60 Softgels,"['Μνήμη - Εγκέφαλος', 'Καρδιά - Φλέβες - Αγγεία', 'Χοληστερίνη - Τριγλυκερίδια', 'Μουρουνέλαιο']",13.21,6.6,0,0.0,0.5,0.0
"Power of Nature Platinum Range Osteorin - K2, Bitamin D3, C, K2 & Calcium 60caps","['Οστά - Αρθρώσεις', 'Βιταμίνες Κατάλληλες για Vegetarian']",32.9,19.74,0,0.0,0.4,0.0
"Power of Nature Πακέτο Προσφοράς Platinum Range Magnesium Premium 5, 60caps & Δώρο B-Vit 12 1000μg 20tabs","['Βιταμίνες 1+1', 'Ειδικά Συμπληρώματα Ανοσοποιητικού', 'Μαγνήσιο', 'Άγχος - Στρες', 'Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Μαλλιά - Νύχια - Δέρμα', 'Ημικρανίες', 'Μαραθώνιος', 'Βιταμίνες για Μαλλιά', 'Βιταμίνες Κατάλληλες για Vegetarian', 'Βιταμίνη Β12']",24.5,11.0,0,0.0,0.55,0.0
Solgar Folmula VM-Prime for Women 90 tabs,"['Πολυβιταμίνες σε Κάψουλες', 'Πολυβιταμίνες', 'Εμμηνόπαυση']",48.36,32.88,3,5.0,0.32,4.2
"Vican Liqui Vites Μουρουνέλαιο Ωμέγα 3 & Βιταμίνες A, D & E 250ml","['Ενίσχυση Ανοσοποιητικού για Παιδιά', 'Βιταμίνη Α', 'Βιταμίνη D3', 'Βιταμίνη Ε', 'Πολυβιταμίνες', 'Μνήμη - Εγκέφαλος', 'Τόνωση Οφθαλμών', 'Καρδιά - Φλέβες - Αγγεία', 'Βιταμίνες για Παιδιά', 'Παιδικές Βιταμίνες - Συμπληρώματα Διατροφής', 'Ω-3 Λιπαρά Οξέα']",19.9,10.94,0,0.0,0.45,0.0
Lamberts Multi-Guard Control Food Supplement Tabs,"['Πολυβιταμίνες', 'Μαγνήσιο', 'Ψευδάργυρος', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια']",16.44,11.18,0,0.0,0.32,0.0
Proibs 30 Sachets,['Σύνδρομο Ευερέθιστου Εντέρου'],25.09,16.31,0,0.0,0.35,0.0
Solgar Soya Lecithin 1360mg Softgels,"['Ανοσοποιητικό', 'Προστασία Ήπατος', 'Καρδιά - Φλέβες - Αγγεία', 'Χοληστερίνη - Τριγλυκερίδια', 'Αποτοξίνωση Οργανισμού', 'Βιταμίνες Κατάλληλες για Vegan']",23.94,16.29,3,5.0,0.32,4.2
Solgar Ultimate Bone Support 120tabs,['Οστεοπόρωση'],48.45,32.46,0,0.0,0.33,0.0
Power Health Platinum Range Multi Senior 50+ 30tabs,"['Βιταμίνες 50+', 'Πολυβιταμίνες', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Τόνωση Οφθαλμών', 'Καρδιά - Φλέβες - Αγγεία', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια']",28.9,16.18,4,5.0,0.44,4.6
Now Foods Vitamin C With Rose Hips Αποτελεσματικό Αντιοξειδωτικό που Προστατεύσει τα Κύτταρα του Οργανισμού 1000mg 100tabs,"['Βιταμίνη C - Κάψουλες', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegan']",32.15,16.07,0,0.0,0.5,0.0
Now Foods Vitamin C-1000 Sustained Release With Rose Hips για την Αποτελεσματική Λειτουργία του Ανοσοποιητικού 100tabs,"['Βιταμίνη C - Κάψουλες', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Βιταμίνες Κατάλληλες για Vegan']",32.15,16.07,1,5.0,0.5,3.4
