product_name,category,normal_price,discount_price,reviews_count,rating,discount%,weighted_average
Doctor's Formulas Vitamin C 1000mg Formula Fast Action 30caps,"['Βιταμίνη C - Κάψουλες', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Γερά Δόντια', 'Βιταμίνες Κατάλληλες για Vegetarian']",10.55,7.07,0,0.0,0.33,0.0
Health Aid Guaramax 1000 250mg 30caps,"['Guarana - Γκουαρανά', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια']",22.51,14.17,0,0.0,0.37,0.0
Health Aid KIDZ Probio 30chew.tabs,"['Ενίσχυση Ανοσοποιητικού για Παιδιά', 'Βιταμίνη Α', 'Βιταμίνη C', 'Βιταμίνη D3', 'Βιταμίνη Ε', 'Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Back to School', 'Παιδικές Βιταμίνες - Συμπληρώματα Διατροφής', 'Βιταμίνες Κατάλληλες για Vegetarian']",23.99,14.16,0,0.0,0.41,0.0
Health Aid L-Theanine 200mg Συμπλήρωμα Διατροφής Θειανίνης για την Υποστήριξη της Ηρεμίας του Νευρικού Συστήματος 60Tabs,"['Αμινοξέα', 'Άγχος - Στρες', 'Βιταμίνες Κατάλληλες για Vegan']",24.5,14.21,2,5.0,0.42,3.8
"IgActive Συμπλήρωμα Διατροφής Omega 3,6,9 1000mg 30sgels","['Τόνωση Οφθαλμών', 'Καρδιά - Φλέβες - Αγγεία', 'Χοληστερίνη - Τριγλυκερίδια', 'Ω-3/6/9 Λιπαρά Οξέα']",14.19,7.09,4,5.0,0.5,4.6
Natures Plus Manganese 50 mg Συμπλήρωμα Διατροφής από Χηλικό Μαγγάνιο με Αντιοξειδωτικές Ιδιότητες 90tabs,"['Μαγγάνιο', 'Αντιοξειδωτικά']",21.89,14.2,0,0.0,0.35,0.0
"Sky Premium Life Premium Male Συμπλήρωμα Διατροφής, Προηγμένη Φόρμουλα Πολυβιταμινών & Μετάλλων για Άνδρες 60veg.tabs","['Πολυβιταμίνες', 'Ενέργεια & Τόνωση', 'Συμπληρώματα Διατροφής για τον Άνδρα', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegetarian']",23.94,15.09,1,4.0,0.37,2.8
A.Vogel Echinaforce Throat Spray 30ml,"['Κρυολόγημα - Βήχας - Πονόλαιμος', 'Συμπληρώματα για Βήχα - Πονόλαιμο', 'Εχινάκεια Αναβράζον - Spray - Σταγόνες', 'Εχινάκεια', 'Ανοσοποιητικό', 'Διαβήτης', 'Βιταμίνες Κατάλληλες για Vegan']",18.9,14.17,0,0.0,0.25,0.0
A.Vogel Atro-Gel (Rheuma-Gel) Αντιφλεγμονώδες - Αναλγητικό 100ml,"['Θερμαντικές - Αναλγητικές - Μυοχαλαρωτικές Κρέμες', 'Θερμαντικές Κρέμες', 'Διάφορα', 'Οστά - Αρθρώσεις']",18.6,13.95,0,0.0,0.25,0.0
Dr. Wolz Sleep Natural Spray 30ml,"['Αϋπνία', 'Βιταμίνες Κατάλληλες για Vegan']",24.2,14.04,0,0.0,0.42,0.0
Solgar Inositol 500mg 50veg.caps,"['Λιποδιαλύτες για Κάψιμο Λίπους', 'Ινοσιτόλη', 'Καρδιά - Φλέβες - Αγγεία', 'Χοληστερίνη - Τριγλυκερίδια', 'Βιταμίνες Κατάλληλες για Vegan']",20.45,13.91,1,5.0,0.32,3.4
Forte Pharma Fortenuit 8h 30caps,['Αϋπνία'],25.38,13.96,0,0.0,0.45,0.0
Lamberts Riboflavin 50mg Vitamin B2 100caps,"['Βιταμίνη Β', 'Ανοσοποιητικό', 'Τόνωση Οφθαλμών', 'Καρδιά - Φλέβες - Αγγεία']",19.72,13.8,0,0.0,0.3,0.0
Lamberts Taurine 500mg 60caps,"['Μνήμη - Εγκέφαλος', 'Καρδιά - Φλέβες - Αγγεία']",20.52,13.75,0,0.0,0.33,0.0
Power Health Yeast BPC 500mg 120tabs,"['Μαγιά', 'Υπερτροφές', 'Μαλλιά - Νύχια - Δέρμα', 'Βιταμίνες για Μαλλιά', 'Βιταμίνες για Τριχόπτωση']",22.9,13.74,1,5.0,0.4,3.4
A.Vogel Spilanthes Αντιμυκητιασικό Αντιφλεγμονώδες 50ml,"['Μύκητες Ποδιών', 'Διάφορα']",18.2,13.65,0,0.0,0.25,0.0
Intermed Vitafix Multi & Probio Gummies 60 Ζελεδάκια,"['Ενίσχυση Ανοσοποιητικού για Παιδιά', 'Βιταμίνη Α', 'Βιταμίνη C', 'Βιταμίνη D3', 'Ιώδιο', 'Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Ανοσοποιητικό', 'Μνήμη - Εγκέφαλος', 'Κόπωση & Κούραση', 'Βιταμίνες για Παιδιά', 'Παιδικές Βιταμίνες - Συμπληρώματα Διατροφής', 'Βιταμίνη Β12', 'Βιταμίνη B6']",21.5,13.76,0,0.0,0.36,0.0
Solgar Prenatal Nutrients - 60tabs,"['Εγκυμοσύνη - Θηλασμός', 'Συμπληρώματα Διατροφής για την Γυναίκα', 'Συμπληρώματα Διατροφής για Εγκύους & Θηλάζουσες Μητέρες', 'Βιταμίνες Κατάλληλες για Vegan', 'Συμπληρώματα για Εγκυμοσύνη - Θηλασμό']",20.03,13.62,2,5.0,0.32,3.8
Health Aid Milk Thistle 500mg 30tabs,"['MilkThistle - Γαϊδουράγκαθο', 'Αντιοξειδωτικά', 'Προστασία Ήπατος', 'Αποτοξίνωση Οργανισμού', 'Βιταμίνες Κατάλληλες για Vegan', 'Αντιφλεγμονώδη Συμπληρώματα']",21.5,13.55,0,0.0,0.37,0.0
Natures Plus Vitamin C Animal Parade Orange Συμπλήρωμα Διατροφής Βιταμίνης C 250mg 90chews,"['Βιταμίνη C - Κάψουλες', 'Ενίσχυση Ανοσοποιητικού για Παιδιά', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Βιταμίνες για Παιδιά', 'Παιδικές Βιταμίνες - Συμπληρώματα Διατροφής', 'Βιταμίνες Κατάλληλες για Vegetarian']",21.18,13.75,1,3.0,0.35,2.2
Quest Folic Acid 400μg 90tabs,"['Φολικό Οξύ - Φυλλικό Οξύ - Β9', 'Εγκυμοσύνη - Θηλασμός', 'Συμπληρώματα Διατροφής για Εγκύους & Θηλάζουσες Μητέρες', 'Βιταμίνες Κατάλληλες για Vegan', 'Συμπληρώματα για Εγκυμοσύνη - Θηλασμό']",10.45,6.79,0,0.0,0.35,0.0
"Solgar Chelated Copper 2,5mg 100 tabs","['Χαλκός', 'Οστά - Αρθρώσεις', 'Βιταμίνες Κατάλληλες για Vegan']",19.95,13.57,0,0.0,0.32,0.0
Solgar Vitamin B1 (Θειαμίνη) 100mg 100veg.caps,"['Βιταμίνη Β', 'Κόπωση & Κούραση', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegan']",19.95,13.57,1,5.0,0.32,3.4
Neubria Neu Beauty 30tabs,"['Σελήνιο', 'Ψευδάργυρος', 'Χαλκός', 'Μαλλιά - Νύχια - Δέρμα', 'Βιταμίνες για Μαλλιά', 'Βιοτίνη - Βιταμίνη B7', 'Συμπληρώματα Κολλαγόνου', 'Βιταμίνες για Τριχόπτωση']",19.95,14.88,0,0.0,0.25,0.0
Now Foods Arginine & Ornithine 500mg / 250mg Συμπλήρωμα Διατροφής που Συνδυάζει δύο Αμινοξέα για Παραγωγή Ενέργειας 100caps,"['Αμινοξέα', 'Αποτοξίνωση Οργανισμού']",27.9,19.53,1,5.0,0.3,3.4
Solgar Flavo Zinc 50 lozenges,"['Ψευδάργυρος', 'Ανοσοποιητικό', 'Παστίλιες Solgar', 'Βιταμίνες Κατάλληλες για Vegan']",13.45,7.38,1,3.0,0.45,2.2
Lanes Propol Care Kids 54gr,"['Καραμέλες Lanes', 'Παιδικές Βιταμίνες - Συμπληρώματα Διατροφής', 'Βιταμίνες με Stevia']",4.5,3.01,1,5.0,0.33,3.4
Pharmalead Black Range Calcium Plus Magnesium 60veg.caps,"['Βιταμίνη C', 'Βιταμίνη D3', 'Βιταμίνη K', 'Ασβέστιο', 'Μαγνήσιο', 'Οστά - Αρθρώσεις', 'Γερά Δόντια', 'Βιταμίνες Κατάλληλες για Vegan', 'Βιταμίνη B6']",21.06,13.47,0,0.0,0.36,0.0
Solgar L-Lysine - 1000mg 50veg.tabs,"['Αμινοξέα', 'Βιταμίνες Κατάλληλες για Vegan']",20.45,13.91,2,5.0,0.32,3.8
Solgar Vitamin E Dry veg.caps,"['Βιταμίνη Ε', 'Καρδιά - Φλέβες - Αγγεία', 'Αποτοξίνωση Οργανισμού', 'Αντιγήρανση - Ομορφιά', 'Βιταμίνες Κατάλληλες για Vegan']",20.45,13.29,0,0.0,0.35,0.0
Almora Immune Citrus Protect Vitamin D3 15veg.caps,"['Ειδικά Συμπληρώματα Ανοσοποιητικού', 'Βιταμίνη D3', 'Ανοσοποιητικό']",11.9,6.54,1,5.0,0.45,3.4
Jmn Nutraceuticals Magnesium 300mg Lemon Flavour 20 Effer.tabs,"['Μαγνήσιο', 'Κόπωση & Κούραση', 'Καρδιά - Φλέβες - Αγγεία', 'Εμμηνόπαυση', 'Ημικρανίες', 'Βιταμίνες Κατάλληλες για Vegan', 'Βιταμίνη B6']",4.38,3.29,0,0.0,0.25,0.0
Natures Plus Hema-Plex Συμπλήρωμα Διατροφής με Εξαιρετική Φόρμουλα για τη Βελτίωση της Ποιότητας του Αίματος 30caps,"['Καρδιά - Φλέβες - Αγγεία', 'Βιταμίνες Κατάλληλες για Vegan']",23.81,14.26,1,5.0,0.4,3.4
Sky Premium Life Cranberry & Vitamin C 60caps,"['Cranberry - Κράνμπερι', 'Ουροποιητικό', 'Βιταμίνες Κατάλληλες για Vegan']",22.06,13.9,1,5.0,0.37,3.4
Akileine Sport Nok Cream Κρέμα Προστασίας από τους Ερεθισμούς Κατά την Διάρκεια της Άσκησης 75ml,"['Προϊόντα για Αθλητές', 'Μαραθώνιος']",16.1,6.44,0,0.0,0.6,0.0
Epsilon Health Arichol Prevea 30 Softgels,"['Καρδιά - Φλέβες - Αγγεία', 'Χοληστερίνη - Τριγλυκερίδια', 'Ω-3 Λιπαρά Οξέα']",16.24,12.99,0,0.0,0.2,0.0
Natures Plus Super B-50 Συμπλήρωμα Διατροφής με Βιταμίνες Β 60caps,"['Κόπωση & Κούραση', 'Τόνωση Οφθαλμών', 'Καρδιά - Φλέβες - Αγγεία', 'Ενέργεια & Τόνωση', 'Μαλλιά - Νύχια - Δέρμα', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες για Μαλλιά', 'Βιταμίνες Κατάλληλες για Vegetarian', 'B Complex', 'Βιταμίνες για Τριχόπτωση']",23.41,15.19,0,0.0,0.35,0.0
Quest Synergistic Iron 15mg 30tabs,"['Σίδηρος', 'Κόπωση & Κούραση', 'Αναιμία', 'Βιταμίνες Κατάλληλες για Vegan']",10.45,6.48,0,0.0,0.38,0.0
"Effecol Micro-Enemas Macrogol 4000, 6x9g",['Δυσκοιλιότητα'],6.57,3.94,0,0.0,0.4,0.0
"Solgar Formula VM-2000, 30tabs","['Ενέργεια', 'Πολυβιταμίνες σε Κάψουλες', 'Πολυβιταμίνες', 'Προϊόντα σε τιμή κόστους!', 'Βιταμίνες Κατάλληλες για Vegan']",21.27,12.76,32,4.9,0.4,15.74
Lamberts Rosehip 10.000mg 60tabs,"['Rose hip - Αγριοτριανταφυλλιά', 'Αντιοξειδωτικά', 'Ανοσοποιητικό']",25.28,12.64,0,0.0,0.5,0.0
Menarini Sustenium My Vita C Helps me out Vitamin C 1000mg 20 Effer.tabs,"['Βιταμίνη C - Aναβράζον', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Βιταμίνες με Stevia']",10.6,4.24,0,0.0,0.6,0.0
Health Aid Vitamin D3 - 5000iu 30caps,"['Ειδικά Συμπληρώματα Ανοσοποιητικού', 'Βιταμίνη D3', 'Οστά - Αρθρώσεις', 'Οστεοπόρωση', 'Ανοσοποιητικό', 'Γερά Δόντια', 'Βιταμίνες Κατάλληλες για Vegetarian']",21.01,12.6,0,0.0,0.4,0.0
Vitabiotics Wellman Original 30tabs,"['Πολυβιταμίνες σε Κάψουλες', 'Πολυβιταμίνες', 'Βιταμίνες Κατάλληλες για Vegetarian']",24.09,12.53,0,0.0,0.48,0.0
Health Aid Valerian Liquid 50ml,"['Βαλεριάνα', 'Άγχος - Στρες', 'Αϋπνία', 'Βιταμίνες Κατάλληλες για Vegan']",19.8,12.47,2,4.5,0.37,3.5
"Hubner Silicea Gastrointestinal Gel Direct, Πόσιμη Γέλη Καθαρού Πυριτίου για την Αντιμετώπιση των Οξέων του Στομάχου 12x15ml","['Πυρίτιο', 'Γαστρεντερικό Σύστημα']",16.6,12.45,3,5.0,0.25,4.2
Lamberts Zinc Plus Lozenges 100tabs,"['Ψευδάργυρος', 'Ανοσοποιητικό', 'Παστίλιες Lamberts']",17.83,12.48,1,5.0,0.3,3.4
Natures Plus Kelp Συμπλήρωμα Διατροφής για Ρύθμιση & Ενίσχυση του Μεταβολισμού 300tabs,"['Ενίσχυση Μεταβολισμού', 'Βιταμίνες Κατάλληλες για Vegetarian']",19.1,12.4,0,0.0,0.35,0.0
Power Health Cranberry Juice 4500mg 30tabs,"['Cranberry - Κράνμπερι', 'Υπερτροφές', 'Ουροποιητικό']",20.89,12.33,1,5.0,0.41,3.4
Vitabiotics Ultra Vitamin D 4000IU (D3 100μg) Maximum Strength 96tabs,"['Βιταμίνη D3', 'Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Γερά Δόντια']",20.73,12.23,0,0.0,0.41,0.0
Health Aid Haemovit Plus 30caps,['Καρδιά - Φλέβες - Αγγεία'],19.51,12.09,3,4.7,0.38,4.02
Health Aid Interfresh 60caps,"['Προϊόντα για Τεχνητή Οδοντοστοιχία - Θεραπείες', 'Γερά Δόντια']",20.0,12.0,1,5.0,0.4,3.4
Health Aid Vitamin B6 100mg 90tabs,"['Ουροποιητικό', 'Μνήμη - Εγκέφαλος', 'Βιταμίνες Κατάλληλες για Vegan', 'Βιταμίνη B6']",20.0,12.0,0,0.0,0.4,0.0
Isostevia Table Top Sweetener with Stevia 500g,"['Υποκατάστατα Καφέ-Ζάχαρης-Άλατος', 'Βιταμίνες Κατάλληλες για Vegan', 'Βιταμίνες με Stevia']",12.36,11.12,0,0.0,0.1,0.0
"Now Foods Fo-Ti 560mg Φυτικό Συμπλήρωμα Διατροφής για Ενέργεια, Αποτοξίνωση & Τόνωση του Οργανισμού 100veg.caps","['Ενέργεια & Τόνωση', 'Αποτοξίνωση Οργανισμού', 'Βιταμίνες για Ενέργεια']",24.7,12.1,0,0.0,0.51,0.0
Now Foods Hawthorn Berry 540mg Συμπλήρωμα Διατροφής με Αγγειοδιασταλτική Δράση & Τόνωση των Αιμοφόρων Αγγείων 100 Caps,['Καρδιά - Φλέβες - Αγγεία'],24.7,12.1,0,0.0,0.51,0.0
Uni-Pharma Urisedon 320mg Serenoa Repens 30caps,"['Ουροποιητικό', 'Προστάτης', 'Συμπληρώματα Διατροφής για τον Άνδρα']",18.45,12.18,0,0.0,0.34,0.0
IgActive Dense & Shiny Συμβαλλει στη Διατήρηση της Φυσιολογικής Κατάστασης των Μαλλιών και Νυχιών 60caps,"['Μαλλιά - Νύχια - Δέρμα', 'Βιταμίνες για Μαλλιά', 'Βιταμίνες Κατάλληλες για Vegetarian', 'Βιταμίνες για Τριχόπτωση']",18.6,11.9,3,4.3,0.36,3.78
Lamberts Multi-Guard 30tabs,"['Πολυβιταμίνες', 'Αντιοξειδωτικά']",17.07,11.95,0,0.0,0.3,0.0
"Now Foods Brewer's Yeast 650mg 10 Grain (Vegetarian) Συμπλήρωμα Διατροφής, Πλούσια Πηγή Αμινοξέων, Βιταμινών & Μετάλλων 200tabs","['Μαγιά', 'Ενέργεια & Τόνωση', 'Μαλλιά - Νύχια - Δέρμα', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες για Μαλλιά', 'Βιταμίνες Κατάλληλες για Vegan']",29.7,11.88,0,0.0,0.6,0.0
Medichrom Extra Delta Vitamin D3 2000iu 60 Disp.tabs,"['Ειδικά Συμπληρώματα Ανοσοποιητικού', 'Βιταμίνη D3', 'Οστά - Αρθρώσεις', 'Οστεοπόρωση', 'Ανοσοποιητικό', 'Γερά Δόντια']",11.3,10.74,0,0.0,0.05,0.0
Naturactive Minceur Συμπλήρωμα Διατροφής με Πράσινο Τσάι & Ιβίσκο 20 Φακελάκια Promo -15%,"['Πράσινο Τσάι', 'Ενίσχυση Μεταβολισμού', 'Αποτοξίνωση', 'Κατακράτηση Υγρών', 'Πράσινο Τσάι']",19.85,11.91,0,0.0,0.4,0.0
Natures Plus Lecithin 1200mg Συμπλήρωμα Λεκιθίνης 90caps,"['Λιποδιαλύτες για Κάψιμο Λίπους', 'Χοληστερίνη - Τριγλυκερίδια']",18.53,12.02,0,0.0,0.35,0.0
Solgar Vitamin D3 600iu 60veg.caps,"['Βιταμίνη D3', 'Οστά - Αρθρώσεις', 'Οστεοπόρωση', 'Ανοσοποιητικό', 'Γερά Δόντια', 'Βιταμίνες Κατάλληλες για Vegetarian']",17.45,11.87,2,5.0,0.32,3.8
Lamberts Vitamin D3 400iu 120tabs,"['Βιταμίνη D3', 'Ανοσοποιητικό']",16.7,11.69,1,4.0,0.3,2.8
Pharmalead Black Range Multivitamin One A Day 30veg.caps,"['Πολυβιταμίνες σε Κάψουλες', 'Βιταμίνη Β', 'Βιταμίνη C', 'Βιταμίνη D3', 'Βιταμίνη Ε', 'Βιταμίνη K', 'Πολυβιταμίνες', 'Φολικό Οξύ - Φυλλικό Οξύ - Β9', 'Σίδηρος', 'Σελήνιο', 'Ψευδάργυρος', 'Χαλκός', 'Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Βιταμίνες Κατάλληλες για Vegan', 'Βιταμίνες Κατάλληλες για Vegetarian', 'Πολυβιταμίνες για Αθλητές']",18.45,11.81,0,0.0,0.36,0.0
My Elements Vitamin D3 & K2 Liquid 20ml,"['Βιταμίνη D3', 'Βιταμίνη K', 'Άγχος - Στρες', 'Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Καρδιά - Φλέβες - Αγγεία', 'Κατάθλιψη', 'Γερά Δόντια', 'Βιταμίνες Κατάλληλες για Vegetarian']",17.96,11.67,0,0.0,0.35,0.0
Natures Plus Vitamin B-Complex with Rice Bran Συμπλήρωμα Διατροφής Βιταμινών B Ανακουφίζει Από το Αίσθημα Κόπωσης 90tabs,"['Κόπωση & Κούραση', 'B Complex']",18.13,11.77,2,5.0,0.35,3.8
Vitabiotics Visionace Original 30caps,"['Τόνωση Οφθαλμών', 'Βιταμίνες Κατάλληλες για Vegetarian']",18.43,11.61,1,5.0,0.37,3.4
Power of Nature Πακέτο Προσφοράς Vitamin B50 Complex 30caps & Δώρο Vitamin C 1000mg 20tabs,"['Βιταμίνες 1+1', 'Βιταμίνη C - Κάψουλες', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Άγχος - Στρες', 'Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Μνήμη - Εγκέφαλος', 'Κόπωση & Κούραση', 'Κατάθλιψη', 'Ενέργεια & Τόνωση', 'Μαλλιά - Νύχια - Δέρμα', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες για Μαλλιά', 'B Complex', 'Βιταμίνες για Τριχόπτωση']",21.9,11.61,0,0.0,0.47,0.0
SM Pharmaceuticals Melatonin SM Oral Spray Στοματικό Σπρεϊ Μελατονίνης Άμεσης Δράσης 60doses/12ml,['Αϋπνία'],17.58,11.43,4,4.0,0.35,4.0
Health Aid Milk Thistle Liquid 50ml,"['MilkThistle - Γαϊδουράγκαθο', 'Αντιοξειδωτικά', 'Προστασία Ήπατος', 'Βιταμίνες Κατάλληλες για Vegan']",17.69,11.33,2,5.0,0.36,3.8
Naturactive Ροδιόλα Φυτικό Συμπλήρωμα Διατροφής που Συμβάλει στην Τόνωση της Πνευματικής Ενέργειας 30caps,"['Rhodiola - Ροδιόλα', 'Άγχος - Στρες', 'Μνήμη - Εγκέφαλος', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια']",17.43,11.68,0,0.0,0.33,0.0
Natures Plus Biotin 10mg 90tabs,"['Μαλλιά - Νύχια - Δέρμα', 'Βιταμίνες για Μαλλιά', 'Βιταμίνες Κατάλληλες για Vegetarian', 'Βιταμίνες για Τριχόπτωση']",17.48,11.35,0,0.0,0.35,0.0
Now Foods Liquid B-12 B-Complex για τη Φυσιολογική Ανάπτυξη και Συντήρηση του Νευρικού Ιστού 59ml,"['Άγχος - Στρες', 'Ανοσοποιητικό', 'Κόπωση & Κούραση', 'Καρδιά - Φλέβες - Αγγεία', 'Βιταμίνες Κατάλληλες για Vegan', 'Βιταμίνη Β12', 'Πεπτικά Ένζυμα - Υγιές Πεπτικό']",24.7,11.36,0,0.0,0.54,0.0
Power of Nature Platinum Range Cranberry Extra 30caps,"['Cranberry - Κράνμπερι', 'Υπερτροφές', 'Ουροποιητικό', 'Βιταμίνες Κατάλληλες για Vegan']",25.49,11.47,0,0.0,0.55,0.0
Health Aid Acidophilus (+bifidus) 100 million 60caps,"['Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Γαστρεντερικό Σύστημα', 'Βιταμίνες Κατάλληλες για Vegan']",17.69,11.15,4,4.8,0.37,4.48
Health Aid Osteoflex 20eff.tabs,"['Οστά - Αρθρώσεις', 'Μαραθώνιος']",18.5,11.1,3,4.7,0.4,4.02
Lamberts Iodine 150mg 100% NRV 180Tabs,"['Ιώδιο', 'Βιταμίνες Κατάλληλες για Vegan']",16.0,11.19,0,0.0,0.3,0.0
Pharmasept Aid Cryotherapy Spray 150ml,"['Προϊόντα για Αθλητές', 'Κρυοθεραπεία', 'Μαραθώνιος']",5.9,3.72,5,4.4,0.37,4.640000000000001
Dulcosoft Σκόνη για Πόσιμο Διάλυμα που Ανακουφίζει από τη Δυσκοιλιότητα 10sachets,"['Αντιμετώπιση Δυσκοιλιότητας - Αιμορροΐδες', 'Δυσκοιλιότητα', 'Συμπληρώματα Διατροφής για Εγκύους & Θηλάζουσες Μητέρες', 'Παιδικές Βιταμίνες - Συμπληρώματα Διατροφής']",6.7,5.02,0,0.0,0.25,0.0
"Humana Fennel Tea 4m+, 200g","['Βρεφικές Κρέμες & Βιολογικές Τροφές', 'Παιδικές Βιταμίνες - Συμπληρώματα Διατροφής', 'Πεπτικά Ένζυμα - Υγιές Πεπτικό']",,5.09,0,0.0,,0.0
Power Health Platinum Range Calcium Plus 30tabs,"['Ασβέστιο', 'Multiformula', 'Οστά - Αρθρώσεις', 'Οστεοπόρωση', 'Καρδιά - Φλέβες - Αγγεία', 'Εγκυμοσύνη - Θηλασμός', 'Εμμηνόπαυση', 'Συμπληρώματα για Εγκυμοσύνη - Θηλασμό']",19.51,11.11,2,4.5,0.43,3.5
Imunoglukan P4H Oral Suspension with IMG & Vitamin C 120ml,"['Ενίσχυση Ανοσοποιητικού για Παιδιά', 'Αναβράζουσες Πολυβιταμίνες & Σιρόπια', 'Βιταμίνη C', 'Ανοσοποιητικό', 'Παιδικές Βιταμίνες - Συμπληρώματα Διατροφής']",18.29,10.07,0,0.0,0.45,0.0
Power Health Platinum Range Lecithin 1.200mg 60caps,"['Λιποδιαλύτες για Κάψιμο Λίπους', 'Μνήμη - Εγκέφαλος', 'Καρδιά - Φλέβες - Αγγεία', 'Χοληστερίνη - Τριγλυκερίδια']",19.9,11.54,7,4.6,0.42,5.5600000000000005
Epsilon Health Algoral Infant 210ml,['Γαστρεντερικό Σύστημα'],12.49,9.99,0,0.0,0.2,0.0
Kaleidon Probiotic 120 Fast Melt 10 sachets,"['Προβιοτικά - Ομαλή Λειτουργία Εντέρου', 'Γαστρεντερικό Σύστημα']",9.9,5.44,0,0.0,0.45,0.0
Power of Nature Platinum Range Vitamin C Direct 1000mg Food Supplement 20 Sticks,"['Βιταμίνες σε μορφή Spray - Powder - Drops', 'Βιταμίνη C', 'Αντιοξειδωτικά', 'Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Αντιγήρανση - Ομορφιά', 'Βιταμίνες Κατάλληλες για Vegan']",18.95,10.99,0,0.0,0.42,0.0
Power of Nature Πακέτο Προσφοράς Platinum Range Cool Night 30caps & Δώρο B-Complex 20caps,"['Βιταμίνες 1+1', 'Άγχος - Στρες', 'Μνήμη - Εγκέφαλος', 'Αϋπνία', 'Καρδιά - Φλέβες - Αγγεία', 'Κατάθλιψη', 'Βιταμίνες Κατάλληλες για Vegan', 'B Complex']",18.9,10.96,0,0.0,0.42,0.0
Wish Bars Cereals & Cranberry Μπάρα Υγιεινής Διατροφής Χωρίς Ζάχαρη με Δημητριακά & Κράνμπερι 25g,"['Προϊόντα για Αθλητές', 'Προϊόντα Διατροφής', 'Μαραθώνιος']",0.73,0.62,0,0.0,0.15,0.0
Now Foods Vitamin D3 2.000 IU Συμπλήρωμα Διατροφής με τη πιο Βιοδιαθέσιμη Μορφή Βιταμίνης D softgels - 120softgels,"['Βιταμίνη D3', 'Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Γερά Δόντια']",22.25,11.12,5,5.0,0.5,5.0
Dinadax Energy Stick Συμπλήρωμα Διατροφής για Ενέργεια σε Μορφή Stick με Βασιλικό Πολτό και Γεύση Φράουλα 1 Τεμάχιο,"['Ενέργεια', 'Ενέργεια & Τόνωση', 'Μαραθώνιος', 'Βιταμίνες για Ενέργεια']",1.6,0.96,0,0.0,0.4,0.0
Intermed Hangover ODF Recovery Συμπλήρωμα Διατροφής για τη Μείωση της Κόπωσης Πριν & Μετά την Κατανάλωση Αλκοόλ 6 Disp.Films,"['Κόπωση & Κούραση', 'Ενέργεια & Τόνωση', 'Συμπληρώματα Διατροφής για το Ταξίδι', 'Βιταμίνες για Ενέργεια']",8.04,5.31,0,0.0,0.34,0.0
My Elements Ester-C 1000mg Συμπλήρωμα Διατροφής Βιταμίνης C Εστερικής Μορφής για Γρήγορη Απορρόφηση Γεύση Πορτοκάλι 20 Effer.tabs,"['Βιταμίνη C - Aναβράζον', 'Αντιοξειδωτικά', 'Ανοσοποιητικό', 'Γερά Δόντια']",11.95,5.26,2,4.0,0.56,3.2
Health Aid Vitamin B50 Complex 30tabs,"['Ανοσοποιητικό', 'Μνήμη - Εγκέφαλος', 'Τόνωση Οφθαλμών', 'Γαστρεντερικό Σύστημα', 'Βιταμίνες Κατάλληλες για Vegan', 'B Complex']",17.69,10.27,0,0.0,0.42,0.0
Pharmalead Black Range Multivitamin Advance Plus Superfoods 30veg.caps,"['Σπιρουλίνα', 'Κουρκουμάς', 'Βιταμίνη Β', 'Βιταμίνη C', 'Βιταμίνη D3', 'Βιταμίνη Ε', 'Βιταμίνη K', 'Πολυβιταμίνες', 'Multiformula', 'Υπερτροφές', 'Αντιοξειδωτικά', 'Οστά - Αρθρώσεις', 'Ανοσοποιητικό', 'Μνήμη - Εγκέφαλος', 'Κόπωση & Κούραση', 'Προστασία Ήπατος', 'Καρδιά - Φλέβες - Αγγεία', 'Ενέργεια & Τόνωση', 'Βιταμίνες για Ενέργεια', 'Βιταμίνες Κατάλληλες για Vegan', 'Βιταμίνες Κατάλληλες για Vegetarian', 'Συνένζυμο Q10', 'Αντιφλεγμονώδη Συμπληρώματα']",20.1,12.86,0,0.0,0.36,0.0
Power Health Platinum Range Bio-Colon 20caps,['Γαστρεντερικό Σύστημα'],17.5,10.32,2,4.0,0.41,3.2
